Year,Title,Genre
1929,The Argyle Case,mystery
1929,The Aviator,comedy
1929,The Awful Truth,comedy
1929,Barnum Was Right,comedy
1929,Behind That Curtain,"comedy, mystery"
1929,Below the Deadline,crime
1929,Berth Marks,comedy
1929,Betrayal,drama
1929,Big Business,comedy
1929,The Big Diamond Robbery,western
1929,Big Time,drama
1929,Black Magic,drama
1929,The Black Watch,adventure
1929,Blue Skies,drama
1929,The Body Punch,drama
1929,Border Romance,romantic western
1929,The Border Wildcat,western
1929,Born to the Saddle,western
1929,The Bridge of San Luis Rey,historical
1929,Broadway,musical
1929,Broadway Babies,musical
1929,The Broadway Melody,musical comedy
1929,Broadway Scandals,musical
1929,Bulldog Drummond,mystery
1929,Campus Knights,comedy
1929,The Canary Murder Case,mystery
1929,Captain Lash,adventure
1929,Careers,comedy
1929,The Careless Age,drama
1929,The Carnival Man,drama
1929,The Case of Lena Smith,drama
1929,The Charlatan,thriller
1929,Chasing Through Europe,romance
1929,Cheyenne,western
1929,Children of the Ritz,drama
1929,Chinatown Nights,crime drama
1929,Circumstantial Evidence,crime
1929,Clear the Decks,drama
1929,Close Harmony,musical
1929,The Cocoanuts,musical comedy
1929,The Cohens and the Kellys in Atlantic City,comedy
1929,College Love,sports
1929,Come Across,crime
1929,Come and Get It,action
1929,Coquette,drama
1929,The Cock-Eyed World,musical comedy
1929,Condemned,drama
1929,Courtin' Wildcats,western
1929,Christina,drama
1929,Dance Hall,musical
1929,The Dance of Life,musical comedy
1929,Dangerous Curves,romantic comedy
1929,A Dangerous Woman,drama
1929,Dark Streets,crime
1929,The Delightful Rogue,romantic comedy
1929,Desert Nights,drama
1929,The Desert Song,operetta
1929,Devil-May-Care,musical
1929,Disraeli,drama
1929,The Divine Lady,historical
1929,The Donovan Affair,comedy mystery
1929,Drag,drama
1929,The Drake Case,mystery
1929,The Drifter,western
1929,Dynamite,drama
1929,Eternal Love,historical drama
1929,Evangeline,drama
1929,Evidence,crime
1929,The Exalted Flapper,comedy
1929,Eyes of the Underworld,crime
1929,The Faker,drama
1929,The Fall of Eve,comedy
1929,Fancy Baggage,drama
1929,The Far Call,adventure
1929,Fast Company,comedy
1929,Fast Life,drama
1929,Flight,adventure
1929,The Flying Fleet,romantic drama
1929,The Flying Marine,action
1929,Footlights and Fools,musical comedy
1929,The Forward Pass,drama
1929,The Four Feathers,war
1929,Fox Movietone Follies of 1929,musical
1929,From Headquarters,drama
1929,Frozen Justice,adventure
1929,Frozen River,adventure
1929,Fugitives,drama
1929,The Gamblers,drama
1929,The Ghost Talks,comedy
1929,The Girl from Havana,crime
1929,The Girl from Woolworth's,romance
1929,The Girl in the Glass Cage,thriller
1929,Girl on the Barge,drama
1929,Girls Gone Wild,melodrama
1929,Glad Rag Doll,drama
1929,Glorifying the American Girl,musical
1929,Gold Diggers of Broadway,musical comedy
1929,The Great Divide,western
1929,The Great Gabbo,musical comedy
1929,The Greyhound Limited,crime
1929,Grit Wins,western
1929,Half Marriage,drama
1929,Hallelujah!,drama
1929,Happy Days,musical
1929,Hard to Get,comedy
1929,Hardboiled Rose,drama
1929,The Harvest of Hate,western
1929,Hearts in Dixie,musical comedy
1929,Hearts in Exile,romance
1929,Her Private Life,drama
1929,His Captive Woman,drama
1929,His First Command,drama
1929,His Glorious Night,romance
1929,His Lucky Day,comedy
1929,Hold Your Man,comedy
1929,The Hole in the Wall,crime
1929,The Hollywood Revue of 1929,musical
1929,Honky Tonk,musical
1929,Hot for Paris,musical
1929,Hot Stuff,comedy
1929,The Hottentot,comedy
1929,House of Horror,mystery comedy
1929,Hurricane,adventure
1929,In Old Arizona,western
1929,In the Headlines,crime
1929,The Iron Mask,adventure
1929,Is Everybody Happy?,musical
1929,The Isle of Lost Ships,drama
1929,It Can Be Done,comedy
1929,The Jazz Age,drama
1929,Jazz Heaven,comedy
1929,Joy Street,drama
1929,Just Off Broadway,drama
1929,The Kid's Clever,comedy
1929,Kid Gloves,drama
1929,King of the Rodeo,western
1929,The Kiss,drama
1929,The Lady Lies,romantic comedy
1929,Lady of the Pavements,comedy
1929,The Lariat Kid,western
1929,The Last of Mrs. Cheyney,comedy drama
1929,The Last Warning,mystery
1929,The Lawless Legion,western
1929,The Letter,drama
1929,Little Johnny Jones,musical
1929,The Locked Door,drama
1929,The Lone Wolf's Daughter,mystery
1929,The Long Long Trail,western
1929,The Lost Zeppelin,adventure
1929,Love and the Devil,drama
1929,Love at First Sight,musical comedy
1929,The Love Doctor,comedy
1929,"Love, Live and Laugh",drama
1929,The Love Parade,musical comedy
1929,The Love Racket,crime drama
1929,The Love Trap,comedy
1929,Lucky Boy,musical
1929,Lucky Star,romantic drama
1929,Madame X,drama
1929,Madonna of Avenue A,drama
1929,Making the Grade,comedy
1929,The Man I Love,drama
1929,The Man and the Moment,comedy
1929,"Man, Woman and Wife",drama
1929,Marianne,musical
1929,Married in Hollywood,musical
1929,Masked Emotions,adventure
1929,Masquerade,comedy
1929,Melody Lane,musical
1929,Mexicali Rose,romance
1929,The Mighty,drama
1929,The Million Dollar Collar,crime
1929,The Mississippi Gambler,romance
1929,Mister Antonio,comedy
1929,Modern Love,comedy
1929,A Most Immoral Lady,drama
1929,The Mysterious Dr. Fu Manchu,detective
1929,The Mysterious Island,fantasy
1929,Navy Blues,romance
1929,New Year's Eve,drama
1929,New York Nights,crime
1929,Night Parade,drama
1929,Nix on Dames,comedy
1929,No Defense,romance
1929,Not Quite Decent,drama
1929,One Hysterical Night,comedy
1929,One Stolen Night,adventure
1929,The One Woman Idea,romance
1929,On with the Show,musical comedy
1929,Our Modern Maidens,drama
1929,Outlawed,western
1929,The Pagan,romance
1929,The Painted Angel,musical
1929,Paris,musical comedy
1929,The Peacock Fan,mystery
1929,The Phantom in the House,crime
1929,Pleasure Crazed,drama
1929,Plunging Hoofs,western
1929,Pointed Heels,musical
1929,Points West,western
1929,Port of Dreams,drama
1929,Prisoners,drama
1929,Protection,drama
1929,Queen Kelly,drama
1929,Queen of the Night Clubs,musical
1929,The Quitter,drama
1929,The Redeeming Sin,crime
1929,Redskin,drama
1929,Red Hot Rhythm,musical comedy
1929,Red Hot Speed,comedy
1929,The Rescue,adventure
1929,The Ridin' Demon,western
1929,Rio Rita,musical comedy
1929,The River,drama
1929,Romance of the Rio Grande,western
1929,The Royal Rider,western
1929,The Sacred Flame,romance
1929,Sally,musical comedy
1929,Salute,drama
1929,The Sap,comedy
1929,Saturday's Children,comedy
1929,The Saturday Night Kid,romantic comedy
1929,Say It with Songs,musical
1929,Scandal,drama
1929,Scarlet Seas,adventure
1929,Señor Americano,western
1929,Seven Faces,drama
1929,Seven Footprints to Satan,horror
1929,The Shakedown,comedy
1929,Shanghai Lady,drama
1929,The Shannons of Broadway,comedy
1929,She Goes to War,drama
1929,Show Boat,romance
1929,The Show of Shows,musical revue
1929,Side Street,crime drama
1929,Silent Sentinel,crime
1929,Silks and Saddles,sports
1929,The Sin Sister,adventure
1929,Sin Town,western
1929,A Single Man,comedy
1929,The Single Standard,romance drama
1929,The Skeleton Dance,animated short
1929,Skin Deep,drama
1929,Skinner Steps Out,comedy
1929,The Sky Hawk,war
1929,The Sky Skidder,action
1929,Slim Fingers,mystery
1929,Smilin' Guns,western
1929,Smiling Irish Eyes,drama
1929,The Smiling Terror,western
1929,So Long Letty,musical comedy
1929,A Song of Kentucky,romance
1929,Song of Love,musical
1929,South Sea Rose,comedy drama
1929,Speakeasy,sports
1929,Spite Marriage,comedy
1929,The Squall,drama
1929,St. Louis Blues,musical
1929,Stark Mad,adventure
1929,Stolen Kisses,comedy
1929,Strange Cargo,mystery
1929,Street Girl,drama
1929,Strong Boy,comedy
1929,Sunny Side Up,musical comedy
1929,Syncopation,musical comedy
1929,Synthetic Sin,comedy
1929,The Taming of the Shrew,comedy
1929,Tanned Legs,musical comedy
1929,They Had to See Paris,comedy
1929,The Thirteenth Chair,mystery
1929,This Is Heaven,romance
1929,This Thing Called Love,romance musical
1929,Three Live Ghosts,comedy
1929,Thru Different Eyes,drama
1929,Thunder,melodrama
1929,Thunderbolt,crime
1929,Tide of Empire,western
1929,Tiger Rose,adventure
1929,"The Time, the Place and the Girl",musical
1929,The Tip Off,crime
1929,Tonight at Twelve,drama
1929,Trent's Last Case,detective
1929,The Trespasser,drama
1929,True Heaven,war drama
1929,Twin Beds,comedy
1929,Two Sisters,"action, adventure, crime"
1929,Two Weeks Off,comedy
1929,Under the Southern Cross,drama
1929,The Vagabond Lover,musical comedy
1929,The Valiant,drama
1929,The Veiled Woman,drama
1929,The Very Idea,comedy
1929,The Virginian,western
1929,The Wagon Master,western
1929,Wall Street,drama
1929,Weary River,romantic drama
1929,Wedding Rings,drama
1929,Welcome Danger,comedy
1929,Where East is East,adventure
1929,Why Be Good?,comedy
1929,Why Leave Home?,comedy
1929,Wild Blood,western
1929,Wild Orchids,drama
1929,The Winged Horseman,western
1929,The Wolf of Wall Street,drama
1929,The Wolf Song,comedy
1929,Wolves of the City,crime
1929,The Woman from Hell,drama
1929,Woman Trap,drama
1929,Wonder of Women,drama
1929,Words and Music,musical comedy
1929,Young Nowheres,drama
1929,The Younger Generation,drama
1930,Back Pay,"comedy, drama"
1930,The Bad Man,western
1930,The Bad One,musical
1930,The Bat Whispers,"horror, comedy"
1930,Be Yourself,musical
1930,Beau Bandit,western
1930,Behind the Make-Up,drama
1930,The Benson Murder Case,drama
1930,Big Boy,musical
1930,The Big House,drama
1930,The Big Party,comedy
1930,The Big Pond,romantic comedy
1930,The Big Trail,western
1930,Billy the Kid,western
1930,The Bishop Murder Case,mystery
1930,The Border Legion,western
1930,Born Reckless,"drama, crime"
1930,Borrowed Wives,comedy
1930,The Boudoir Diplomat,comedy
1930,Bride of the Regiment,musical
1930,Bright Lights,musical
1930,Brothers,crime
1930,Burning Up,drama
1930,Call of the Flesh,musical
1930,Call of the West,western
1930,Cameo Kirby,western
1930,Captain of the Guard,musical
1930,Captain Thunder,drama
1930,Caught Short,comedy
1930,The Case of Sergeant Grischa,drama
1930,The Cat Creeps,mystery
1930,Charley's Aunt,comedy
1930,Chasing Rainbows,musical
1930,Check and Double Check,comedy
1930,Cheer Up and Smile,musical
1930,Children of Pleasure,musical comedy
1930,City Girl,drama
1930,The Climax,thriller
1930,The Cohens and Kellys in Africa,comedy
1930,The Cohens and the Kellys in Scotland,comedy
1930,College Lovers,comedy
1930,Common Clay,drama
1930,The Concentratin' Kid,western
1930,Conspiracy,drama
1930,Courage,drama
1930,Crazy That Way,comedy
1930,The Cuckoos,musical comedy
1930,The Czar of Broadway,crime
1930,Dames Ahoy!,comedy
1930,The Dancers,drama
1930,Dancing Sweeties,romantic comedy
1930,Danger Lights,drama
1930,Dangerous Nan McGrew,"comedy, western"
1930,Dangerous Paradise,drama
1930,The Dawn Patrol,"drama, war"
1930,The Dawn Trail,western
1930,Derelict,adventure
1930,The Devil to Pay!,comedy
1930,A Devil With Women,drama
1930,The Devil's Holiday,drama
1930,Divorce Among Friends,comedy
1930,The Divorcee,drama
1930,Dixiana,musical
1930,The Doorway to Hell,"drama, crime"
1930,Double Cross Roads,drama
1930,Doughboys,comedy
1930,"Du Barry, Woman of Passion",historical
1930,Dumbbells in Ermine,comedy
1930,East Is West,drama
1930,Embarrassing Moments,comedy
1930,Extravagance,drama
1930,The Eyes of the World,drama
1930,The Fall Guy,comedy
1930,Fast and Loose,romantic comedy
1930,Feet First,comedy
1930,The Fighting Legion,western
1930,The Flirting Widow,comedy
1930,The Florodora Girl,drama
1930,Follow the Leader,musical comedy
1930,Follow Thru,musical comedy
1930,For the Defense,drama
1930,Framed,crime
1930,Free and Easy,comedy
1930,Free Love,comedy
1930,The Furies,mystery
1930,General Crack,drama
1930,Girl of the Port,romance
1930,The Girl of the Golden West,drama
1930,The Girl Said No,comedy
1930,The Gorilla,mystery
1930,The Green Goddess,adventure
1930,The Golden Calf,comedy
1930,Golden Dawn,operetta
1930,Going Wild,musical
1930,Good Intentions,crime
1930,Good News,musical
1930,Grumpy,drama
1930,Guilty?,drama
1930,Half Shot at Sunrise,comedy
1930,Harmony at Home,comedy
1930,He Knew Women,comedy
1930,Heads Up,comedy
1930,Hell Harbor,drama
1930,Hell's Angels,"drama, war"
1930,Hell's Heroes,western
1930,Her Wedding Night,comedy
1930,Hide-Out,drama
1930,High Society Blues,"musical, comedy"
1930,Hit the Deck,comedy
1930,Hold Everything,musical comedy
1930,Holiday,romantic comedy
1930,Honey,comedy
1930,"Hook, Line and Sinker",comedy
1930,Hot Curves,comedy
1930,In Gay Madrid,musical comedy
1930,In the Next Room,mystery
1930,Ingagi,exploitation
1930,Inside the Lines,"drama, war"
1930,Isle of Escape,adventure
1930,The Jazz Cinderella,romance
1930,Journey's End,war
1930,Just Imagine,musical
1930,Kathleen Mavourneen,romance
1930,The Kibitzer,comedy
1930,King of Jazz,musical
1930,Kismet,costume drama
1930,Ladies in Love,romance
1930,Ladies Love Brutes,comedy
1930,Ladies of Leisure,romantic drama
1930,The Lady of Scandal,romantic comedy
1930,A Lady Surrenders,drama
1930,A Lady to Love,drama
1930,A Lady's Morals,historical
1930,The Lash,drama
1930,The Last of the Duanes,western
1930,Laughter,comedy
1930,Lawful Larceny,drama
1930,Leathernecking,musical comedy
1930,Let Us Be Gay,comedy drama
1930,Let's Go Native,musical comedy
1930,Let's Go Places,musical
1930,The Life of the Party,musical comedy
1930,Lightnin',comedy
1930,The Light of Western Stars,western
1930,Lilies of the Field,drama
1930,Liliom,drama
1930,The Little Accident,comedy
1930,The Lone Star Ranger,western
1930,Loose Ankles,romantic comedy
1930,Lord Byron of Broadway,musical drama
1930,The Lottery Bride,musical
1930,Lotus Lady,drama
1930,Love Among the Millionaires,comedy
1930,Love Comes Along,musical
1930,Love in the Rough,comedy
1930,The Love Trader,drama
1930,Lovin' the Ladies,comedy
1930,Lucky Larkin,western
1930,Lummox,drama
1930,Madam Satan,drama
1930,Madonna of the Streets,drama
1930,Mamba,drama
1930,Mammy,musical
1930,The Man from Blankley's,comedy
1930,A Man from Wyoming,war
1930,The Man Hunter,adventure
1930,Man to Man,drama
1930,Man Trouble,drama
1930,Manslaughter,drama
1930,The Matrimonial Bed,comedy
1930,Maybe It's Love,musical comedy
1930,The Medicine Man,comedy
1930,The Melody Man,musical
1930,Men Are Like That,drama
1930,Men of the North,western
1930,Men Without Women,drama
1930,Midnight Mystery,mystery
1930,The Midnight Special,drama
1930,Min and Bill,comedy drama
1930,Moby Dick,drama
1930,Montana Moon,drama
1930,Monte Carlo,musical
1930,Morocco,drama
1930,Mothers Cry,drama
1930,Mountain Justice,western
1930,The Mounted Stranger,western
1930,Murder on the Roof,mystery
1930,Murder Will Out,mystery
1930,Near the Rainbow's End,western
1930,New Moon,musical
1930,New Movietone Follies of 1930,musical
1930,Night Ride,crime
1930,"No, No, Nanette",musical
1930,Not Damaged,comedy
1930,Not So Dumb,comedy
1930,A Notorious Affair,romantic drama
1930,Numbered Men,prison drama
1930,The Office Wife,romance
1930,"Oh, For a Man!",musical
1930,Oh Sailor Behave,comedy
1930,Oklahoma Cyclone,western
1930,Old English,drama
1930,On the Border,western
1930,On the Level,action
1930,On Your Back,drama
1930,One Mad Kiss,musical
1930,One Night at Susie's,drama
1930,One Romantic Night,comedy
1930,Only Saps Work,comedy
1930,Only the Brave,"drama, war"
1930,The Other Tomorrow,drama
1930,Our Blushing Brides,drama
1930,Outside the Law,drama
1930,Outward Bound,drama
1930,Paid,drama
1930,Parade of the West,western
1930,Paramount on Parade,musical
1930,Part Time Wife,comedy
1930,Party Girl,drama
1930,Passion Flower,drama
1930,The Pay-Off,drama
1930,Peacock Alley,musical
1930,Playboy of Paris,musical comedy
1930,Playing Around,drama
1930,The Princess and the Plumber,comedy
1930,Puttin' On The Ritz,musical
1930,Queen High,musical comedy
1930,Raffles,mystery
1930,Rain Or Shine,comedy
1930,Reaching for the Moon,musical
1930,Recaptured Love,musical
1930,Redemption,drama
1930,Remote Control,comedy
1930,Renegades,western
1930,The Return of Dr. Fu Manchu,detective
1930,The Right to Love,drama
1930,River's End,drama
1930,Road to Paradise,drama
1930,Roadhouse Nights,crime comedy
1930,Roaring Ranch,western
1930,The Rogue Song,operetta
1930,Romance,romance
1930,Rough Romance,western
1930,Rough Waters,adventure
1930,The Royal Family of Broadway,comedy
1930,The Runaway Bride,drama
1930,Safety in Numbers,"musical, comedy"
1930,The Santa Fe Trail,western
1930,The Sap from Syracuse,comedy
